qid,run,docid,relevance,query_raw,doc_title,doc_url
query-60,Q0,cooking+recipe1m+e21131875a85507a0757265a20455d8f,0,i want some comfort food,Dark Sweet and Sour Sauce,http://www.food.com/recipe/dark-sweet-and-sour-sauce-360629
query-60,Q0,cooking+recipe1m+e527213165ce1525c909f3d136183d26,1,i want some comfort food,Southern Comfort Cake,http://www.food.com/recipe/southern-comfort-cake-394085
query-60,Q0,cooking+recipe1m+ecb31d36b55c19d20e547adadf7d7441,1,i want some comfort food,Southern Comfort Orange Muffins,http://www.food.com/recipe/southern-comfort-orange-muffins-179910
query-60,Q0,cooking+recipe1m+f26659507347f815c0ee33d37add65db,2,i want some comfort food,Chicken/Turkey Pot Pie Recipe,http://cookeatshare.com/recipes/chicken-turkey-pot-pie-21910
query-60,Q0,cooking+recipe1m+ff1fec0aef4c2766c2d8378d2a7d6927,2,i want some comfort food,Indian Comfort Food: Kashmiri Potato Curry,http://www.foodrepublic.com/recipes/indian-comfort-food-kashmiri-potato-curry-recipe/
query-61,Q0,cooking+recipe1m+004a69c5f3d2bd06c0e6e4bc02e3044f,2,suggestions for a summer grill recipe,Grilled Chicken Thighs with Soy Marinade Recipe,http://www.chowhound.com/recipes/grilled-chicken-thighs-soy-marinade-31420
query-61,Q0,cooking+recipe1m+005f651e1e89b139cbaf46e5636e0287,2,suggestions for a summer grill recipe,Veggies On The Grill Recipe,http://cookeatshare.com/recipes/veggies-on-the-grill-57197
query-61,Q0,cooking+recipe1m+09642dfcb612150384f13651aab0805c,2,suggestions for a summer grill recipe,Grilled Summer Salad,http://tastykitchen.com/recipes/salads/grilled-summer-salad/
query-61,Q0,cooking+recipe1m+0a2d0a951aec8a145932431e102c40ed,2,suggestions for a summer grill recipe,Grilled Sweet Pepper and Summer Vegetable Pasta Salad,http://tastykitchen.com/recipes/salads/grilled-sweet-pepper-and-summer-vegetable-pasta-salad/
query-61,Q0,cooking+recipe1m+0ad27c745b3cc8e4ca303a9ba38b5d1e,2,suggestions for a summer grill recipe,Summer Grilled Veggies,http://tastykitchen.com/recipes/sidedishes/summer-grilled-veggies/
query-61,Q0,cooking+recipe1m+0eb0e85d7c0bb2527446bd708282b45a,2,suggestions for a summer grill recipe,Grilled Country Ribs with Summer Savory Mustard Marinade,http://www.foodnetwork.com/recipes/grilled-country-ribs-with-summer-savory-mustard-marinade-recipe0.html
query-61,Q0,cooking+recipe1m+1027b3971077f7bd68c8242ba6998dd5,2,suggestions for a summer grill recipe,Grilled Summer Vegetable Taco,https://recipeland.com/recipe/v/grilled-summer-vegetable-taco-52543
query-61,Q0,cooking+recipe1m+127fcf3047b0c121d313ef55cbcb2e7a,1,suggestions for a summer grill recipe,"Grilled Summer Pizzette with Caramelized Peaches, Burrata, Arugula and Crispy Serrano",http://www.foodnetwork.com/recipes/grilled-summer-pizzette-with-caramelized-peaches-burrata-arugula-and-crispy-serrano-recipe.html
query-61,Q0,cooking+recipe1m+1ce70d564881311127a69cedfe0100d0,2,suggestions for a summer grill recipe,Grilled Polenta,http://www.vegetariantimes.com/recipe/grilled-polenta/
query-61,Q0,cooking+recipe1m+20c3d1fe6ee22a5a595acbf7796323c2,2,suggestions for a summer grill recipe,Grilled Veggies,http://www.food.com/recipe/grilled-veggies-377119
query-61,Q0,cooking+recipe1m+211aaa314c6b4b673cb631d9e7517d0e,2,suggestions for a summer grill recipe,"Summer Salad with Grilled Chicken, Bacon & Chipotle Lime Vinaigrette",http://tastykitchen.com/recipes/salads/summer-salad-with-grilled-chicken-bacon-chipotle-lime-vinaigrette/
query-61,Q0,cooking+recipe1m+258d74a1cf9106d1dd66ee17e8274055,2,suggestions for a summer grill recipe,Grilled Summer Vegetables Recipe,http://cookeatshare.com/recipes/grilled-summer-vegetables-596
query-61,Q0,cooking+recipe1m+2689cec96c1b871f15f2ec1867c096c8,1,suggestions for a summer grill recipe,Summer Pizza,http://www.delish.com/recipefinder/summer-pizza-recipe-8299
query-61,Q0,cooking+recipe1m+28d1f43167c72005b38469783e845a07,2,suggestions for a summer grill recipe,Summer Grilled Salad,http://www.food.com/recipe/summer-grilled-salad-36795
query-61,Q0,cooking+recipe1m+2984a7e7c2bb5b1c7edca7dbb56cafb5,2,suggestions for a summer grill recipe,Summer Lovin' Grilled Veggies,http://www.food.com/recipe/summer-lovin-grilled-veggies-516198
query-61,Q0,cooking+recipe1m+2ddbb5e380da0193fd07967e45d43aaa,2,suggestions for a summer grill recipe,Sweet Onion Herb Grilled Chicken,http://www.food.com/recipe/sweet-onion-herb-grilled-chicken-520085
query-61,Q0,cooking+recipe1m+303db3c8307e6e7d2ade69e357ae50f0,2,suggestions for a summer grill recipe,Grilled Vegetables,http://www.food.com/recipe/grilled-vegetables-399330
query-61,Q0,cooking+recipe1m+379414afc8860a59d451985053e27b75,1,suggestions for a summer grill recipe,Summer in a Bowl Aka Grilled Veggies Pasta,http://www.food.com/recipe/summer-in-a-bowl-aka-grilled-veggies-pasta-384754
query-61,Q0,cooking+recipe1m+382f348bb0629a177d959512f5cafdfe,2,suggestions for a summer grill recipe,Grilled Summer Squash and Zucchini,http://www.epicurious.com/recipes/food/views/grilled-summer-squash-and-zucchini-238688
query-61,Q0,cooking+recipe1m+3a4039260a99e54c2544b554b0e0892a,2,suggestions for a summer grill recipe,Summer Grilled Chicken Breast Sandwich With Avocado Cilantro May,http://www.food.com/recipe/summer-grilled-chicken-breast-sandwich-with-avocado-cilantro-may-382831
query-61,Q0,cooking+recipe1m+3bec12c91515d843b2bd8e23838062fa,1,suggestions for a summer grill recipe,Special Summer Griller,http://www.kraftrecipes.com/recipes/special-summer-griller-65181.aspx
query-61,Q0,cooking+recipe1m+3d0a68fdcda64b22ff32fcc4f4c2997b,2,suggestions for a summer grill recipe,American Kitchen Classic Smoker BBQ on a Charcoal Grill,http://www.food.com/recipe/american-kitchen-classic-smoker-bbq-on-a-charcoal-grill-483019
query-61,Q0,cooking+recipe1m+3fe1e2862d18ed5cbaf4e4a7ce85011c,2,suggestions for a summer grill recipe,Grilled Summer Squash and Zucchini,http://www.food.com/recipe/grilled-summer-squash-and-zucchini-245774
query-61,Q0,cooking+recipe1m+40194f09331c6c66e6933a77732d2d2a,0,suggestions for a summer grill recipe,"Summery One-Pot Dish With Kale, Tomatoes and Cheese",http://www.food.com/recipe/summery-one-pot-dish-with-kale-tomatoes-and-cheese-460274
query-61,Q0,cooking+recipe1m+416e907a3777dc4c880793dddd584246,2,suggestions for a summer grill recipe,Grilled Zucchini and Summer Squash Ragout,http://www.food.com/recipe/grilled-zucchini-and-summer-squash-ragout-248534
query-61,Q0,cooking+recipe1m+442cd21b070562262cddadfa176e8be4,2,suggestions for a summer grill recipe,Pomegranate Glazed Skirt Steak Fajitas,http://www.food.com/recipe/pomegranate-glazed-skirt-steak-fajitas-474362
query-61,Q0,cooking+recipe1m+478cf4958c657a769d5001f35d061e11,2,suggestions for a summer grill recipe,Bbq! Barbecue Favorites Recipe,http://cookeatshare.com/recipes/bbq-barbecue-favorites-80586
query-61,Q0,cooking+recipe1m+48176546e9e0b38034ad49b58714f606,1,suggestions for a summer grill recipe,Salsa Dijon Chicken Recipe,http://cookeatshare.com/recipes/salsa-dijon-chicken-41249
query-61,Q0,cooking+recipe1m+50d6bffb4ef2a6f1f01d8de513387ebc,2,suggestions for a summer grill recipe,BBQ Beer-Can Chicken,http://www.food.com/recipe/bbq-beer-can-chicken-480005
query-61,Q0,cooking+recipe1m+54919cf09091681c1979c38e08cb3ef8,0,suggestions for a summer grill recipe,Shellys Favorite Grilled Flank Steak Marinade,http://tastykitchen.com/recipes/condiments/shellye28099s-favorite-grilled-flank-steak-marinade/
query-61,Q0,cooking+recipe1m+5ac7916a4b37d4701f035cae001874b1,1,suggestions for a summer grill recipe,Summer Layered Salad with Grilled Chicken and Tomato Vinaigrette,http://www.foodnetwork.com/recipes/food-network-kitchens/summer-layered-salad-with-grilled-chicken-and-tomato-vinaigrette.html
query-61,Q0,cooking+recipe1m+5cc1d3a0f91f1f70e45405dfc0c5ea67,2,suggestions for a summer grill recipe,Grilled Summer Vegetable Salad with Cherry Tomatoes and Feta Cheese,https://recipeland.com/recipe/v/grilled-summer-vegetable-salad--52540
query-61,Q0,cooking+recipe1m+6484105f65fe9c74f26d6a9252328038,2,suggestions for a summer grill recipe,Caribbean Grilled Tuna,http://www.food.com/recipe/caribbean-grilled-tuna-25995
query-61,Q0,cooking+recipe1m+6799522001d70d0294658f5a6e5ed316,2,suggestions for a summer grill recipe,Summer's Bounty Grilled Shrimp Salad,http://www.kraftrecipes.com/recipes/summers-bounty-grilled-shrimp-salad-75602.aspx
query-61,Q0,cooking+recipe1m+6be451e7e17bcce34a7b19d1067a0c44,0,suggestions for a summer grill recipe,Ginger Rice Balls,http://www.food.com/recipe/ginger-rice-balls-199549
query-61,Q0,cooking+recipe1m+6f85ed293cd3c3cccb10c0e3f521766e,2,suggestions for a summer grill recipe,Summer Fruit Crisp Done on the BBQ Grill,http://www.food.com/recipe/summer-fruit-crisp-done-on-the-bbq-grill-506307
query-61,Q0,cooking+recipe1m+7359cd6fbad1a62499da14cb23d0de77,2,suggestions for a summer grill recipe,Grilled Summer Sausage Sliders,http://www.foodnetwork.com/recipes/jeff-mauro/grilled-summer-sausage-sliders.html
query-61,Q0,cooking+recipe1m+73b4581357fd4f9f60cf8c30bb047a64,2,suggestions for a summer grill recipe,Grilled Pork Tenderloin with Pineapple and Bell Peppers Recipe,http://www.chowhound.com/recipes/grilled-pork-tenderloin-with-pineapple-and-bell-peppers-29783
query-61,Q0,cooking+recipe1m+78d75f51e54ddba89c75a524922d7c44,2,suggestions for a summer grill recipe,Grilled Vegetable Salad,http://www.food.com/recipe/grilled-vegetable-salad-12481
query-61,Q0,cooking+recipe1m+7968b44c88463a1a8a2636b97666ad42,1,suggestions for a summer grill recipe,Summery Waldorf Chicken Salad,http://www.delish.com/recipefinder/summery-waldorf-chicken-salad-recipe-ghk0912
query-61,Q0,cooking+recipe1m+7a16c753ceca5c0bb161e1618bae92b4,2,suggestions for a summer grill recipe,Maple Mustard Glazed Grilled Salmon,http://tastykitchen.com/recipes/main-courses/maple-mustard-glazed-grilled-salmon/
query-61,Q0,cooking+recipe1m+81027e6a37bf687f9a6764ed8df641dc,2,suggestions for a summer grill recipe,Homemade Summer Sausage Recipe,http://cookeatshare.com/recipes/homemade-summer-sausage-28644
query-61,Q0,cooking+recipe1m+84e8808dfa85e6245d89cddd764fa11b,2,suggestions for a summer grill recipe,Grilled Country Ribs with Summer Savory Mustard Marinade,http://www.epicurious.com/recipes/food/views/grilled-country-ribs-with-summer-savory-mustard-marinade-13021
query-61,Q0,cooking+recipe1m+88e7207a19c87aa5ff25819448383fd9,2,suggestions for a summer grill recipe,Homemade Summer Sausage Recipe,http://cookeatshare.com/recipes/homemade-summer-sausage-22925
query-61,Q0,cooking+recipe1m+8b0c05b244197eebdfa54fd35d71265f,2,suggestions for a summer grill recipe,Grilled Summer Vegetables With Herb Garlic Butter,https://cookpad.com/us/recipes/351671-grilled-summer-vegetables-with-herb-garlic-butter
query-61,Q0,cooking+recipe1m+9b04abe68607f4d28e32db4ed4ebf85d,2,suggestions for a summer grill recipe,St. Louis Barbecued Pork Steaks,http://www.food.com/recipe/st-louis-barbecued-pork-steaks-304899
query-61,Q0,cooking+recipe1m+9d8cd03b0327ca31f99398aa70fe1175,2,suggestions for a summer grill recipe,Paidakia (Greek Grilled Lamb Chops),http://www.food.com/recipe/paidakia-greek-grilled-lamb-chops-507231
query-61,Q0,cooking+recipe1m+9f64db6afa2f3076e72018fad01a6df9,1,suggestions for a summer grill recipe,Chopped Grilled Summer Salad,http://www.foodnetwork.com/recipes/jamie-deen/chopped-grilled-summer-salad-recipe.html
query-61,Q0,cooking+recipe1m+9f8d86f7500d354662fbf7761668a259,2,suggestions for a summer grill recipe,Pasta With Grilled Summer Vegetables,http://cooking.nytimes.com/recipes/10073
query-61,Q0,cooking+recipe1m+a1d84e956c8cbff09f3e6cd2da9d5c48,2,suggestions for a summer grill recipe,Lemon-Honey Barbequed Chicken - Texas Barbecued Chicken,http://online-cookbook.com/goto/cook/rpage/00000A
query-61,Q0,cooking+recipe1m+a753c25dc6e0954f29e0e1aa2c626a64,2,suggestions for a summer grill recipe,Mother's Barbequed Chicken Recipe,http://cookeatshare.com/recipes/mother-s-barbequed-chicken-44356
query-61,Q0,cooking+recipe1m+a806b3c1e534a1dfbcdf81d5e31fcd30,2,suggestions for a summer grill recipe,Summer Harvest Veggie Grill,http://www.food.com/recipe/summer-harvest-veggie-grill-249368
query-61,Q0,cooking+recipe1m+aa7548ac4f874ddaed7c6c7074fec855,2,suggestions for a summer grill recipe,Grilled Summer Veggies,http://www.food.com/recipe/grilled-summer-veggies-30899
query-61,Q0,cooking+recipe1m+b575c168448b2e7b158b11ef0bf26eb5,2,suggestions for a summer grill recipe,Pasta with Grilled Summer Vegetables,https://recipeland.com/recipe/v/pasta-grilled-summer-vegetables-52417
query-61,Q0,cooking+recipe1m+bcbfd9d79fa6d1c35f856abb29196885,2,suggestions for a summer grill recipe,Summer Vegetables for the Grill,http://www.food.com/recipe/summer-vegetables-for-the-grill-300735
query-61,Q0,cooking+recipe1m+c00beb01cccddb1f20de6dfd733b95cb,1,suggestions for a summer grill recipe,Summer Vegetable Grill Packets #RSC,http://www.food.com/recipe/summer-vegetable-grill-packets-rsc-486267
query-61,Q0,cooking+recipe1m+c08807013b452d5c5850f4d1555083b2,0,suggestions for a summer grill recipe,Smoked Pork Tenderloin,http://www.food.com/recipe/smoked-pork-tenderloin-395970
query-61,Q0,cooking+recipe1m+c3746a2ecf4d7fb1b4af5741f8a25367,2,suggestions for a summer grill recipe,Grilled Summer Squash and Tomato Crostini,http://www.kraftrecipes.com/recipes/grilled-summer-squash-tomato-crostini-184217.aspx
query-61,Q0,cooking+recipe1m+c41ec35857b3ab52ecbb756bfd53f5ac,2,suggestions for a summer grill recipe,Summer Pasta Grill,http://tastykitchen.com/recipes/main-courses/summer-pasta-grill/
query-61,Q0,cooking+recipe1m+c63fd085ffd79a1d723a799e17307e1c,1,suggestions for a summer grill recipe,Summer Rolls with Baked Tofu and Sweet-and-Savory Dipping Sauce,http://www.epicurious.com/recipes/food/views/summer-rolls-with-baked-tofu-and-sweet-and-savory-dipping-sauce-352777
query-61,Q0,cooking+recipe1m+c6d7d8338fdf66252a2653ea26bf353e,0,suggestions for a summer grill recipe,Peg's Summer Squash Bake,http://allrecipes.com/recipe/pegs-summer-squash-bake/
query-61,Q0,cooking+recipe1m+c7f77b5b4e5c608d6ce69c7565004717,2,suggestions for a summer grill recipe,Summer Time Yum - Sausage and Vegetable Kabobs on the Grill,http://www.food.com/recipe/summer-time-yum-sausage-and-vegetable-kabobs-on-the-grill-483574
query-61,Q0,cooking+recipe1m+cd80b007640318431c60ac437b569347,1,suggestions for a summer grill recipe,Grilled Summer Vegetables,http://www.food.com/recipe/grilled-summer-vegetables-473578
query-61,Q0,cooking+recipe1m+d2504e2994b7217b88ccd08dca42dac2,2,suggestions for a summer grill recipe,Uncle Ray's Grilled Zucchini,http://www.food.com/recipe/uncle-rays-grilled-zucchini-196408
query-61,Q0,cooking+recipe1m+d36ae26ff1ef023eb0e3b27e475df6f3,0,suggestions for a summer grill recipe,Indian Spice Rub,http://www.food.com/recipe/indian-spice-rub-331027
query-61,Q0,cooking+recipe1m+d7147f5e6fd57c3a1cd1f7bfece38ac4,1,suggestions for a summer grill recipe,Montreal Steak With Marinade,http://www.food.com/recipe/montreal-steak-with-marinade-383987
query-61,Q0,cooking+recipe1m+d8e3fb2ae9f6faa82210cb87cc38f98f,2,suggestions for a summer grill recipe,Grilled Pork Tenderloin,http://allrecipes.com/recipe/grilled-pork-tenderloin/
query-61,Q0,cooking+recipe1m+d998f0380c6a8c4a3d7108855114e760,2,suggestions for a summer grill recipe,Balsamic-Grilled Summer Vegetables,http://www.delish.com/recipefinder/balsamic-grilled-summer-vegetables-3616
query-61,Q0,cooking+recipe1m+de743d0b82820d5343410d1e665670d7,2,suggestions for a summer grill recipe,Pepper-Grilled Steak with Chopped Summer Salad,http://www.epicurious.com/recipes/food/views/pepper-grilled-steak-with-chopped-summer-salad-354334
query-61,Q0,cooking+recipe1m+e361a45d38de114958aa65dd221febfc,0,suggestions for a summer grill recipe,Cole slaw,https://cookpad.com/us/recipes/366834-cole-slaw
query-61,Q0,cooking+recipe1m+e40a4d9c43b39007118d319f59804292,2,suggestions for a summer grill recipe,Grilled Steak over Mixed Summer Greens,http://www.food.com/recipe/grilled-steak-over-mixed-summer-greens-132433
query-61,Q0,cooking+recipe1m+e532dbae37ed032f5e7045be433ccff4,2,suggestions for a summer grill recipe,Summer Herb Chimichurri With Grilled Steak,http://www.food.com/recipe/summer-herb-chimichurri-with-grilled-steak-457681
query-61,Q0,cooking+recipe1m+e5cec708742d560abcc3c0a410070ed1,2,suggestions for a summer grill recipe,Grilled Blackened Sea Bass,http://www.food.com/recipe/grilled-blackened-sea-bass-69841
query-61,Q0,cooking+recipe1m+f519c4994fd6b2e26f011be9e3326d29,2,suggestions for a summer grill recipe,Summer's Best Grilled Okra,http://allrecipes.com/recipe/summers-best-grilled-okra/
query-61,Q0,cooking+recipe1m+f759253fc19f5f5cf0eee6af343a1521,1,suggestions for a summer grill recipe,Summer Squash,http://www.foodnetwork.com/recipes/summer-squash-recipe.html
query-61,Q0,cooking+recipe1m+fdecea3e2108ee3d0c0a7f412e217a97,2,suggestions for a summer grill recipe,Grilled Summer Vegetable Sandwich with Romesco Sauce and Serrano Ham,http://www.epicurious.com/recipes/food/views/grilled-summer-vegetable-sandwich-with-romesco-sauce-and-serrano-ham-388197
query-62,Q0,cooking+recipe1m+0103b606f6f22b9e9c8f174308dd7685,0,vegetarian stuffed mushrooms,Seafood Stuffed Mushrooms,http://www.foodnetwork.com/recipes/seafood-stuffed-mushrooms-recipe.html
query-62,Q0,cooking+recipe1m+0760c6d91350856b957660e04e6ae5a1,0,vegetarian stuffed mushrooms,Seafood Stuffed Mushrooms,http://www.food.com/recipe/seafood-stuffed-mushrooms-142812
query-62,Q0,cooking+recipe1m+0d108f403000962f1d263e9879182590,0,vegetarian stuffed mushrooms,Seafood Stuffed Mushrooms Recipe,http://cookeatshare.com/recipes/seafood-stuffed-mushrooms-53309
query-62,Q0,cooking+recipe1m+0e378c6ba8a50b6188ae1039dad40f25,0,vegetarian stuffed mushrooms,Sig's deliciously stuffed cabbage (vegetarian),https://cookpad.com/us/recipes/363767-sigs-deliciously-stuffed-cabbage-vegetarian
query-62,Q0,cooking+recipe1m+16795e00aaefa9ae737656e948c49857,2,vegetarian stuffed mushrooms,Vegetarian Stuffed Mushrooms,https://cookpad.com/us/recipes/168883-vegetarian-stuffed-mushrooms
query-62,Q0,cooking+recipe1m+16c79df35acd1c9a5e4c96aa1b35a87e,1,vegetarian stuffed mushrooms,Stuffed Button Mushrooms,http://www.food.com/recipe/stuffed-button-mushrooms-473382
query-62,Q0,cooking+recipe1m+20b5359fdf6360aba860b30edf477e44,2,vegetarian stuffed mushrooms,Stuffed Mushrooms,http://www.epicurious.com/recipes/food/views/stuffed-mushrooms-375035
query-62,Q0,cooking+recipe1m+2330f8bbc123416d5da8fc842798ddcb,2,vegetarian stuffed mushrooms,Basic Stuffed Portobello Mushrooms,http://www.food.com/recipe/basic-stuffed-portobello-mushrooms-478149
query-62,Q0,cooking+recipe1m+2421bac73d7828a27c0abe541d82ec74,1,vegetarian stuffed mushrooms,Simple Stuffed Mushrooms,http://www.kraftrecipes.com/recipes/simple-stuffed-mushrooms-92044.aspx
query-62,Q0,cooking+recipe1m+25111dea2a142df7eaadaee782ad25d7,2,vegetarian stuffed mushrooms,Veggie stuffed portebella mushroom,https://cookpad.com/us/recipes/343816-veggie-stuffed-portebella-mushroom
query-62,Q0,cooking+recipe1m+25ad3b7b963d49f3fd7c5776eb6957c8,2,vegetarian stuffed mushrooms,Vegan Stuffed Portabella Mushrooms.,http://www.food.com/recipe/vegan-stuffed-portabella-mushrooms-218014
query-62,Q0,cooking+recipe1m+269fa5b3f7a889f5d4830fab9bd1f936,0,vegetarian stuffed mushrooms,Vegetarian Stuffing,http://allrecipes.com/recipe/vegetarian-stuffing-2/
query-62,Q0,cooking+recipe1m+273b398de3e84f7545930f2ce11a71a3,2,vegetarian stuffed mushrooms,super easy stuffed mushrooms,https://cookpad.com/us/recipes/340777-super-easy-stuffed-mushrooms
query-62,Q0,cooking+recipe1m+2d2b4e671d1b68efcf7d4b17962ebfcc,2,vegetarian stuffed mushrooms,Stuffed Mushrooms,http://www.food.com/recipe/stuffed-mushrooms-173623
query-62,Q0,cooking+recipe1m+2eb81a956bd6fb8ee73335d497a5e58f,0,vegetarian stuffed mushrooms,Mushroom Bhaji,http://www.foodgeeks.com/recipes/4176
query-62,Q0,cooking+recipe1m+37c50f563614db5779147cad24c30495,0,vegetarian stuffed mushrooms,Grecian Style Stuffed Mushrooms,http://www.food.com/recipe/grecian-style-stuffed-mushrooms-390830
query-62,Q0,cooking+recipe1m+3a11c9474de90cd2959deb9b8120ff4d,0,vegetarian stuffed mushrooms,Seafood Stuffed Mushrooms,http://allrecipes.com/recipe/seafood-stuffed-mushrooms/
query-62,Q0,cooking+recipe1m+3f46453d51c6f4f022c125d1d7616ce9,2,vegetarian stuffed mushrooms,Spinach-Feta Stuffed Mushrooms Caps (Vegetarian),http://www.food.com/recipe/spinach-feta-stuffed-mushrooms-caps-vegetarian-246077
query-62,Q0,cooking+recipe1m+414e4fbc1eaa5cee8763abc75649c6c0,2,vegetarian stuffed mushrooms,Stuffed Mushrooms,http://www.food.com/recipe/stuffed-mushrooms-150245
query-62,Q0,cooking+recipe1m+49b4cd3593cac302f28deb9d87b8159c,0,vegetarian stuffed mushrooms,Exotic Mushroom Tart,http://www.foodnetwork.com/recipes/emeril-lagasse/exotic-mushroom-tart-recipe.html
query-62,Q0,cooking+recipe1m+4aedefab009dc4e8b5947f89c3a09c10,0,vegetarian stuffed mushrooms,Shrimp Or Crab Stuffed Mushrooms Recipe,http://cookeatshare.com/recipes/shrimp-or-crab-stuffed-mushrooms-52259
query-62,Q0,cooking+recipe1m+52465f530bd4ac369ac89282e4bbe179,0,vegetarian stuffed mushrooms,Vegetarian Mushroom Soup,http://www.food.com/recipe/vegetarian-mushroom-soup-375773
query-62,Q0,cooking+recipe1m+59e33663e6507977266b72a8a03af23e,2,vegetarian stuffed mushrooms,Stuffed Mushrooms,http://www.food.com/recipe/stuffed-mushrooms-142874
query-62,Q0,cooking+recipe1m+653a8ab5b5c9d4fc967464d3dcfcef8a,2,vegetarian stuffed mushrooms,Vegetable Stuffed Mushrooms,http://www.food.com/recipe/vegetable-stuffed-mushrooms-432111
query-62,Q0,cooking+recipe1m+6a230988945e92820b901f7cf75f9b8e,0,vegetarian stuffed mushrooms,Braised Mushrooms,http://www.delish.com/recipefinder/braised-mushrooms-recipe-ghk0212
query-62,Q0,cooking+recipe1m+712c4c56be64e2ac9868b8b794624eed,0,vegetarian stuffed mushrooms,Seafood Stuffed Mushrooms,http://www.food.com/recipe/seafood-stuffed-mushrooms-105988
query-62,Q0,cooking+recipe1m+72f06591c567160d4867e3a2ed0abb5f,0,vegetarian stuffed mushrooms,Spicy stuffed mushrooms,https://cookpad.com/us/recipes/352404-spicy-stuffed-mushrooms
query-62,Q0,cooking+recipe1m+72fa94519c18c9c242a11a69873be31f,0,vegetarian stuffed mushrooms,Tomatoes stuffed with lamb and mushrooms recipe,http://www.lovefood.com/guide/recipes/46593/tomatoes-stuffed-with-lamb-and-mushrooms-recipe
query-62,Q0,cooking+recipe1m+733531c98586d4fb4d40c9a63ee46dcf,0,vegetarian stuffed mushrooms,Grilled stuffed portobello mushrooms,https://cookpad.com/us/recipes/367348-grilled-stuffed-portobello-mushrooms
query-62,Q0,cooking+recipe1m+7488ceb165ae196dd37ac19da5d493df,2,vegetarian stuffed mushrooms,Grilled Stuffed Portabella Mushrooms (Vegetarian),http://www.food.com/recipe/grilled-stuffed-portabella-mushrooms-vegetarian-162961
query-62,Q0,cooking+recipe1m+77bf0d157e3187c8a682c5e86fac7efa,0,vegetarian stuffed mushrooms,Pot Roast,http://online-cookbook.com/goto/cook/rpage/0007FC
query-62,Q0,cooking+recipe1m+79cf497dcf6de71f2389d4d7bfda196b,0,vegetarian stuffed mushrooms,Asian Veggie Noodle Bowl with Grilled Steak,http://tastykitchen.com/recipes/main-courses/asian-veggie-noodle-bowl-with-grilled-steak/
query-62,Q0,cooking+recipe1m+7adb0d7fcbe90352846463156c3a6334,0,vegetarian stuffed mushrooms,Chicken And Stuffing Casserole Recipe,http://cookeatshare.com/recipes/chicken-and-stuffing-casserole-39816
query-62,Q0,cooking+recipe1m+7c40947a6a452ed6e2a2aa28819b730a,0,vegetarian stuffed mushrooms,Exotic Mushroom Tart,http://www.food.com/recipe/exotic-mushroom-tart-21998
query-62,Q0,cooking+recipe1m+7d2f1206ed14dc1975e1fc9895529532,0,vegetarian stuffed mushrooms,Shabbat Brisket,http://www.food.com/recipe/shabbat-brisket-482324
query-62,Q0,cooking+recipe1m+80118ef606620acdd0786b085d8825bd,0,vegetarian stuffed mushrooms,Bacon and Spinach stuffed mushrooms,https://cookpad.com/us/recipes/485231-bacon-and-spinach-stuffed-mushrooms
query-62,Q0,cooking+recipe1m+86670896b63b05107ee08037b69b00b0,0,vegetarian stuffed mushrooms,Stuffed Mushrooms,http://www.food.com/recipe/stuffed-mushrooms-43827
query-62,Q0,cooking+recipe1m+88d9fc033932b5ebe935b8c1c9800da2,0,vegetarian stuffed mushrooms,Bacon & VELVEETA Stuffed Mushrooms,http://www.kraftrecipes.com/recipes/bacon-velveeta-stuffed-mushrooms-156585.aspx
query-62,Q0,cooking+recipe1m+91313902bc84c985de518cc76d3d7999,0,vegetarian stuffed mushrooms,Planet Hollywood Yakisoba,http://www.food.com/recipe/planet-hollywood-yakisoba-39209
query-62,Q0,cooking+recipe1m+941a610e84683473ad4397ff51154b41,0,vegetarian stuffed mushrooms,Mushroom Pate Makes A Great Vegetarian Nosh,http://www.foodrepublic.com/recipes/mushroom-pate-makes-a-great-vegetarian-nosh/
query-62,Q0,cooking+recipe1m+9ac2b634bd73adedc3649b5ba00df6a0,1,vegetarian stuffed mushrooms,Bacon Pecan-Stuffed Mushrooms,http://www.kraftrecipes.com/recipes/bacon-pecan-stuffed-mushrooms-55047.aspx
query-62,Q0,cooking+recipe1m+9c2e844be851b91346e4edc305581b26,1,vegetarian stuffed mushrooms,Mediterranean Stuffed Mushrooms,http://www.kraftrecipes.com/recipes/mediterranean-stuffed-mushrooms-155576.aspx
query-62,Q0,cooking+recipe1m+9e72575bc25bef94b045864dab6bed29,0,vegetarian stuffed mushrooms,Couscous With Savory Caramelized Onion,http://www.food.com/recipe/couscous-with-savory-caramelized-onion-54006
query-62,Q0,cooking+recipe1m+9f6cdbb807fe9bf38b91507ef7c839c8,2,vegetarian stuffed mushrooms,Stuffed Mushrooms,http://www.food.com/recipe/stuffed-mushrooms-414004
query-62,Q0,cooking+recipe1m+af2afc3271a40357399fdbcd6feb14e1,2,vegetarian stuffed mushrooms,Vegetarian Mushroom Soup,http://www.food.com/recipe/vegetarian-mushroom-soup-371002
query-62,Q0,cooking+recipe1m+b02d5a52f8bf30b4d02654beddc3b23f,2,vegetarian stuffed mushrooms,Stuffed Button Mushrooms,http://tastykitchen.com/recipes/main-courses/stuffed-button-mushrooms/
query-62,Q0,cooking+recipe1m+b24891f1d69905cc3a1020d75361ece3,0,vegetarian stuffed mushrooms,Sweet & Sour Vegetarian Golabki (Stuffed Cabbage Rolls),http://www.food.com/recipe/sweet-sour-vegetarian-golabki-stuffed-cabbage-rolls-364027
